abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person
"  This may be the state that prides itself as a champion of good government, but the way its voters will pick who they want for President this year is about as long, enduring and difficult to get through as Minnesota winters.   The confusion starts on Tuesday, when eligible voters go to schools, churches, recreation centers and other meeting places for precinct caucuses, as a small fraction of Minnesotans have for decades. But that is not the end of it. On April 7, the state will stage its first Presidential primary since 1956. And for the first time in at least 50 years, Minnesota voters will have to declare their party affiliation at the polling stations.",https://www.nytimes.com/1992/02/29/us/1992-campaign-minnesota-caucus-primary-one-state-confused-voters-get-both.html,,"This may be the state that prides itself as a champion of good government, but the way its voters will pick who they want for President this year is about as long, enduring and difficult to get through as Minnesota winters.",1,9,The New York Times,1992-02-29T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/30e5baba-7694-5ca8-919c-aeba6fd30bb5,1016,nyt://article/30e5baba-7694-5ca8-919c-aeba6fd30bb5,"THE 1992 CAMPAIGN: Minnesota; Caucus or Primary? In One State, Confused Voters Get Both",NA,NA,"THE 1992 CAMPAIGN: Minnesota; Caucus or Primary? In One State, Confused Voters Get Both",NA,NA,NA,By Richard L. Berke,
"Two college students who wrote for our student-led series “The Envelope, Please” are answering questions about going to college. Part 2.",https://thechoice.blogs.nytimes.com/2012/12/04/guidance-office-college-students-2/,"Two college students who wrote for our student-led series “The Envelope, Please” are answering questions about going to college. Part 2.","The Choice has invited two of our former student bloggers of “The Envelope, Please” series to stop by our virtual Guidance Office and answer reader questions about the admissions process and what college life is like after you’ve made your choice. ",NA,NA,The New York Times,2012-12-04T16:53:08+0000,article,,U.S.,NA,News,nyt://article/eb22c4d8-38b9-5f6f-8181-b463ceb7e883,718,nyt://article/eb22c4d8-38b9-5f6f-8181-b463ceb7e883,Part 2: College Students Answer Reader Questions on Admissions and Campus Life,The Choice,NA,NA,NA,NA,NA,By Hannah Steinhardt and Tanya Abrams,
A report by the left-leaning Institute for Policy Studies also found that part-time faculty grew more quickly at public universities with the highest-paid presidents.,https://www.nytimes.com/2014/05/19/education/study-links-growth-in-student-debt-to-pay-for-university-presidents.html,A report by the left-leaning Institute for Policy Studies also found that part-time faculty grew more quickly at public universities with the highest-paid presidents.,"At the 25 public universities with the highest-paid presidents, both student debt and the use of part-time adjunct faculty grew far faster than at the average state university from 2005 to 2012, according to a new study by the Institute for Policy Studies, a left-leaning Washington research group.",A,11,The New York Times,2014-05-18T22:11:01+0000,article,National,Education,NA,News,nyt://article/d3d9afab-7238-5ee6-8c2f-4b36dad5b17a,539,nyt://article/d3d9afab-7238-5ee6-8c2f-4b36dad5b17a,"Student Debt Grows Faster at Universities With Highest-Paid Leaders, Study Finds",NA,NA,"Student Debt Grows Faster at Universities With Highest-Paid Leaders, Study Finds",NA,NA,NA,By Tamar Lewin,
A student looking to profit from his indifference has been charged with a felony for trying to sell his vote on eBay.,https://www.nytimes.com/2008/07/05/us/05vote.html,A student looking to profit from his indifference has been charged with a felony for trying to sell his vote on eBay.,MINNEAPOLIS  A Minnesota college student looking to profit off his political indifference has been charged with a felony for trying to sell his vote on the auction Web site eBay. ,A,11,The New York Times,2008-07-05T04:00:00+0000,article,National,U.S.,NA,News,nyt://article/4b2518c2-c93e-5b65-af2e-b259dbf4edf7,382,nyt://article/4b2518c2-c93e-5b65-af2e-b259dbf4edf7,Offer of a Vote for Sale Draws Unwanted Attention,NA,NA,College Student’s Offer of a Vote for Sale Draws Unwanted Attention,NA,NA,NA,By Christina Capecchi,
"LEAD: The youngsters at Waldsee play soccer just as other American campers do, but the words echoing off the tall pines and birches that embrace the playing field are German.",https://www.nytimes.com/1988/09/05/us/where-students-are-living-language.html,,"The youngsters at Waldsee play soccer just as other American campers do, but the words echoing off the tall pines and birches that embrace the playing field are German.",1,9,The New York Times,1988-09-05T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/cc662df9-24e5-5e22-a2e3-51f869963c79,1127,nyt://article/cc662df9-24e5-5e22-a2e3-51f869963c79,Where Students Are Living Language,NA,NA,Where Students Are Living Language,NA,NA,NA,"By Joseph Berger, Special To the New York Times",
LEAD: The names of the first 30 American high schools that will participate next year in an exchange program with Soviet secondary schools were announced today.,https://www.nytimes.com/1988/11/23/us/education-student-exchange-program-gains.html,,The names of the first 30 American high schools that will participate next year in an exchange program with Soviet secondary schools were announced today.,B,7,The New York Times,1988-11-23T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/f0c9512a-d175-5fde-83f8-14ab08211ba9,800,nyt://article/f0c9512a-d175-5fde-83f8-14ab08211ba9,Student Exchange Program Gains,EDUCATION,NA,EDUCATION; Student Exchange Program Gains,NA,NA,NA,Special to the New York Times,
"  It was an unlikely scenario: Law school students bidding against corporate giants for pollution rights. But at the Chicago Board of Trade on Monday, students from seven law schools vied with representatives of electric utilities for government-issued allowances to emit sulphur dioxide.   The law students had pooled $3,256 to buy 18 of the auction's 176,400 allowances, each of which permits the emission of one ton of sulphur dioxide. Instead of selling the allowances for a profit at a future auction, the students said they would let them expire unused -- yielding a reduction, albeit a small one, in pollution.",https://www.nytimes.com/1995/03/31/us/law-students-buy-and-hold-pollution-rights.html,,"It was an unlikely scenario: Law school students bidding against corporate giants for pollution rights. But at the Chicago Board of Trade on Monday, students from seven law schools vied with representatives of electric utilities for government-issued allowances to emit sulphur dioxide.",A,28,The New York Times,1995-03-31T05:00:00+0000,article,National Desk;,U.S.,NA,News,nyt://article/c8411279-f108-5e07-8a10-158bc4b3f0c8,324,nyt://article/c8411279-f108-5e07-8a10-158bc4b3f0c8,Law Students Buy and Hold Pollution Rights,NA,NA,Law Students Buy and Hold Pollution Rights,NA,NA,NA,By Davidson Goldin,
"Fatal plane crash that took life of Sen Paul Wellstone on Minnesota upended one of nation's tightest and most aggressive contests for United States Senate; it has also frozen race to replace Gov Jesse Ventura; Republican candidate Tim Pawlenty and Democratic candidate Roger Moe are in neck-and-neck battle with Tim Penny, candidate from Ventura's Independence Party;, close race seen as sign that third-party movement in Minnesota has matured to phenomenon from fluke; photos (M)",https://www.nytimes.com/2002/10/29/us/2002-campaign-third-party-power-senator-s-death-also-reverberates-tight-3-way.html,Fatal plane crash that took life of Sen Paul Wellstone on Minnesota upended one of nation's tightest and most aggressive contests for United States Senate; it has also frozen race to replace Gov Jesse Ventura; Republican candidate Tim Pawlenty and...,"The fatal plane crash that upended one of the nation's tightest and most aggressive contests for the United States Senate has also frozen the remarkable race to replace Gov. Jesse Ventura, the professional wrestler who was elected four years ago after an iconoclastic run against the political system.",A,22,The New York Times,2002-10-29T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/5f84a49f-7a00-5cf8-a3a8-26e5a5cd2f2e,1207,nyt://article/5f84a49f-7a00-5cf8-a3a8-26e5a5cd2f2e,Senator's Death Also Reverberates in Tight 3-Way Race for Minnesota Governor,THE 2002 CAMPAIGN: THIRD PARTY POWER,NA,THE 2002 CAMPAIGN: THIRD PARTY POWER; Senator's Death Also Reverberates in Tight 3-Way Race for Minnesota Governor,NA,NA,NA,By Jodi Wilgoren,
"Universities and high schools across country, driven in large part by protests from gay students, are re-examining ritual of crowning homecoming kings and queens, titles that often reward student achievement, are sometimes merely popularity contests and occasionally come with hefty scholarships; photo of Everett Moran, gay senior at Vanderbilt University who ran for homecoming queen (M)",https://www.nytimes.com/2004/11/27/us/gay-students-force-new-look-at-homecoming-traditions.html,"Universities and high schools across country, driven in large part by protests from gay students, are re-examining ritual of crowning homecoming kings and queens, titles that often reward student achievement, are sometimes merely popularity contes...",Correction Appended,A,12,The New York Times,2004-11-27T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/e2c27725-94a3-5b0a-851a-18beb5cb7697,1483,nyt://article/e2c27725-94a3-5b0a-851a-18beb5cb7697,Gay Students Force New Look at Homecoming Traditions,NA,NA,Gay Students Force New Look At Homecoming Traditions,NA,NA,NA,By Sarah Kershaw,
Classrooms in Minnesota have become test labs for a new kind of desk that allows students to stand or sit.,https://www.nytimes.com/2009/02/25/us/25desks.html,Classrooms in Minnesota have become test labs for a new kind of desk that allows students to stand or sit.,"MARINE ON ST. CROIX, Minn.  From the hallway, Abby Brown’s sixth-grade classroom in a little school here about an hour northeast of Minneapolis has the look of the usual one, with an American flag up front and children’s colorful artwork decorating the walls. ",A,1,The New York Times,2009-02-24T23:06:28+0000,article,National,U.S.,NA,News,nyt://article/0cc21674-b70d-5cc5-bdfa-bd22d4bfa979,975,nyt://article/0cc21674-b70d-5cc5-bdfa-bd22d4bfa979,"Students Stand When Called Upon, and When Not",NA,NA,"They Stand When Called Upon, and When Not",NA,NA,NA,By Susan Saulny,
Have you heard about the measles outbreak that began at Disneyland and has since spread to 14 states? How do you think schools should handle children who are unvaccinated?,https://learning.blogs.nytimes.com/2015/02/02/how-should-schools-handle-unvaccinated-students/,Have you heard about the measles outbreak that began at Disneyland and has since spread to 14 states? How do you think schools should handle children who are unvaccinated?,Have you heard about the measles outbreak that began at Disneyland and has since spread to 14 states? ,NA,NA,The New York Times,2015-02-02T10:06:59+0000,article,,Education,NA,News,nyt://article/17018649-3c9f-5848-b0db-a126a871e139,591,nyt://article/17018649-3c9f-5848-b0db-a126a871e139,How Should Schools Handle Unvaccinated Students?,The Learning Network,NA,NA,NA,NA,NA,By Katherine Schulten,
"A legal battle between universities and the Trump administration over foreign students and online learning escalated on Monday, ahead of a critical federal court hearing.",https://www.nytimes.com/2020/07/13/us/f1-student-visas-trump.html,"A legal battle between universities and the Trump administration over foreign students and online learning escalated on Monday, ahead of a critical federal court hearing.","A Trump administration effort to force foreign college students to take in-person classes in the fall or lose their visas has prompted a high-stakes legal battle between the White House and some of America’s top universities, with 17 states and the District of Columbia joining the fray on Monday in a lawsuit that calls the policy “senseless and cruel.”",A,9,The New York Times,2020-07-13T22:38:00+0000,article,National,U.S.,NA,News,nyt://article/342dbe33-f3c9-5715-b30f-823636dc3756,1169,nyt://article/342dbe33-f3c9-5715-b30f-823636dc3756,17 States Sue to Block Student Visa Rules,NA,NA,17 States Sue to Preserve Visas of Foreign Students,NA,NA,NA,By Anemona Hartocollis,
